x,y,time
0,0,0
-9.17573173473964,4.74921847409703e-06,6.94e-06
-4.58741372815158,1.18716321884263e-06,1.39e-05
-4.58741517703315,-2.79944363010035,2.2e-05
-9.17573753040588,-5.5988848720817,3.59e-05
-2.29325399981927,2.79944512366182,4.4e-05
0,0,5.21e-05
13.7649453263833,5.59890035460247,5.9e-05
-13.7640497426005,1.06864332271168e-05,6.71e-05
142.235448051245,-131.573862024974,7.41e-05
-4.58740938182658,8.39833570486679,8.22e-05
22.941633510664,-16.7977486016055,8.91e-05
11.4707877714947,5.59889708859961,9.72e-05
6.88247266306361,5.59889233874929,0.000104
13.7649453263833,5.59890035460247,0.000126
13.7649453263833,5.59890035460247,0.000134
11.4707877714947,5.59889708859961,0.000252
13.7649409791617,8.39834520556586,0.000259
-116.997957291988,-27.9947850620726,0.000266
11.4707841489616,8.39834193991425,0.000273
11.4707805261314,11.1977868024697,0.000284
4.58831510837486,5.59889085419185,0.000299
13.7649453263833,5.59890035460247,0.000307
6.88247701046793,2.67198078275812e-06,0.000315
13.7649540210491,1.06879326873561e-05,0.00033
9.17664470911765,-8.3983296630813,0.000337
16.0591485296606,-19.5972084875834,0.000359
16.0591485296606,-19.5972084875834,0.000367
34.4115677210165,-22.3966009738676,0.000389
73.4117664418829,-58.7891442383861,0.000632
52.7642651247633,-69.9870693967837,0.000639
-137.645549067308,-92.3817135722349,0.000647
52.7642651247633,-69.9870693967837,0.000654
52.7642817883548,-72.7865139193623,0.000661
48.1768151778323,-69.9870955167295,0.000668
39.0001190239533,-72.7865851653083,0.000676
29.8234170755149,-75.5860652994631,0.000683
52.7642817883548,-72.7865139193623,0.000697
55.0584596307476,-72.7864999656668,0.000705
-16.0582290326205,-11.1977646483095,0.000712
52.7642651247633,-69.9870693967837,0.000719
43.5884884742742,-75.586008298467,0.000727
-149.116086887888,-69.9859721839873,0.000734
48.1768456076691,-75.585984547607,0.000741
48.176876037397,-81.1848735321313,0.000749
48.176876037397,-81.1848735321313,0.000757
52.7643317796466,-81.184847412074,0.000764
48.1768608224032,-78.3854290463012,0.00114
123.881947178517,-69.9863607681906,0.00115
68.8232658543332,-39.1930687402591,0.00116
66.5290967066892,-39.193086255877,0.00117
66.5290756955096,-36.3936415937667,0.00118
57.3524020045487,-36.3937057190969,0.00119
73.4127401817343,-176.365805972089,0.0012
25.2349005505891,-19.5971871147649,0.00122
29.8231910225018,-8.39828424309003,0.00124
20.6474375537036,-2.79942076925756,0.00126
18.3532720289108,1.90007800202212e-05,0.00127
9.17664181101732,-5.59888487089409,0.00443
6.88245744769427,25.195006544966,0.00444
-4.58740068880818,25.1950050601081,0.00445
-2.29324748151686,27.9944491034041,0.00446
9.17660413459,30.7938985015592,0.00449
11.4707515442167,33.5933461312125,0.0045
13.7649062009654,30.7939044394947,0.00451
-4.58740213773177,22.3955601378446,0.00452
36.7055122603295,30.7939697497155,0.00453
77.9987918143807,-11.1974360187504,0.00454
34.4114373020465,11.1978461753663,0.00455
29.823134509695,8.39838468825539,0.00456
36.705628185283,2.79952082595004,0.00457
38.9997864631728,2.79953062230289,0.00477
11.4707551669862,30.7939011734268,0.00478
9.1765983379574,36.3927884273822,0.00479
11.4707479213942,36.3927910997648,0.0048
11.4707370531981,44.7911260782387,0.00481
9.17658384700967,50.3900134490904,0.00482
6.88243353743696,55.9889014615033,0.00483
9.17656935591079,64.3872387637631,0.00485
7.09059477799201e-11,67.1866791126424,0.00486
-6.88152709003519,58.788346524037,0.00488
-13.7639628021982,55.9889094760571,0.00489
-25.234693335269,53.1894896592042,0.0049
-34.4103917436256,47.5906304626143,0.00491
-34.4103917436256,47.5906304626143,0.00501
-20.6465006704237,11.1978034256077,0.00502
-18.3523445648836,11.1977983783684,0.00503
-16.0581884603642,11.1977939256346,0.00504
188.11328242702,67.1886752129905,0.00505
-2.29325255128225,8.39833481442099,0.00506
9.17661862537727,16.7966738918339,0.00508
-144.522665967907,240.754585925803,0.00509
4.58830931206239,16.7966703296241,0.0051
11.4707769033874,13.9972316784804,0.00511
-165.175465697984,-125.974575679594,0.00512
6.88246396858827,16.7966718139737,0.00513
-4.58740503521722,16.7966703289804,0.00515
6.88246614239143,13.9972269287084,0.00516
4.37494485083789e-11,19.59611404097,0.00517
11.4707696578436,19.5961214632348,0.00519
11.4707696578436,19.5961214632348,0.0052
20.6473788652922,22.3955829987119,0.00521
11.4707696578436,19.5961214632348,0.00522
36.7055586302825,19.5961900397809,0.00523
38.9997248782149,16.7967549372582,0.00524
38.9997741463088,5.59897546248869,0.00525
43.5880892555509,5.59899683731655,0.00526
34.4114916417082,-2.79937802144053,0.00527
176.643143899751,83.9851100516948,0.00528
29.8232098601183,-13.9971737919671,0.00529
32.1173724863895,-13.9971657762713,0.0053
18.3532894179282,-8.39831541287558,0.00531
20.6474571162443,-11.1977551460671,0.00532
20.6474505952425,-8.39831036563917,0.00534
18.3532894179282,-8.39831541287558,0.00535
22.9416117716393,-8.39830472517585,0.00536
16.0591231685735,-5.5988750737632,0.00537
16.0591180966331,-2.79943026991015,0.00538
16.0591130247788,1.45473980910392e-05,0.00539
9.17663021801548,5.5988944168174,0.0054
9.17662731989246,8.39833926767164,0.00541
6.8824704896291,8.39833718995478,0.00542
9.17661862537727,16.7966738918339,0.00543
11.4707732806592,16.7966765638344,0.00544
188.111975363111,128.776470334518,0.00547
6.88245527406063,27.9944514785376,0.00548
20.6473723442421,25.1950279207234,0.00549
25.2347810016881,22.3955948710585,0.0055
34.4113829624794,25.195070668486,0.00551
59.646287856787,5.59909034807762,0.00552
43.5880479575859,13.9973314272366,0.00553
-22.9401351083459,212.758979665529,0.00554
